"Data from Richmond MathScience Innovation Center (37.55652, -77.40027)
* Davis data from 11/2 on may be off by one hour; daylight savings time doesn't appear to have been accounted for when the data was downloaded from Davis (weatherlink.com)",,,,,
"DEQ Date & Time
(UTC)","DEQ PM2.5
(ug/m^3)","Davis Date & Time*
(UTC)","Davis PM2.5
(ug/m^3)","PurpleAir Date & Time 
(UTC)","PurpleAir PM2.5
CORRECTED
(ug/m^3)"
11/5/2025 23:00:00,9.6,11/5/2025 23:00:00,14.0,11/5/2025 23:00:00,
11/6/2025 0:00:00,10.2,11/6/2025 0:00:00,14.5,11/6/2025 0:00:00,
11/6/2025 1:00:00,10.1,11/6/2025 1:00:00,14.5,11/6/2025 1:01:02,8.52
11/6/2025 2:00:00,10.5,11/6/2025 2:00:00,16.3,11/6/2025 2:00:00,
11/6/2025 3:00:00,11.5,11/6/2025 3:00:00,17.5,11/6/2025 3:01:01,9.57
11/6/2025 4:00:00,12.3,11/6/2025 4:00:00,18.0,11/6/2025 4:00:00,
11/6/2025 5:00:00,12.5,11/6/2025 5:00:00,18.5,11/6/2025 5:00:00,
11/6/2025 6:00:00,12.9,11/6/2025 6:00:00,16.3,11/6/2025 6:00:00,
11/6/2025 7:00:00,10,11/6/2025 7:00:00,7.5,11/6/2025 7:00:00,
11/6/2025 8:00:00,6.1,11/6/2025 8:00:00,3.8,11/6/2025 8:00:54,5.34
11/6/2025 9:00:00,4.5,11/6/2025 9:00:00,1.5,11/6/2025 9:00:54,4.28
11/6/2025 10:00:00,3.4,11/6/2025 10:00:00,0.8,11/6/2025 10:00:55,3.54
11/6/2025 11:00:00,2.9,11/6/2025 11:00:00,0.0,11/6/2025 11:02:55,2.84
11/6/2025 12:00:00,1.7,11/6/2025 12:00:00,0.0,11/6/2025 12:00:00,
11/6/2025 13:00:00,1.2,11/6/2025 13:00:00,0.0,11/6/2025 13:00:00,
11/6/2025 14:00:00,1.2,11/6/2025 14:00:00,0.0,11/6/2025 14:00:00,
11/6/2025 15:00:00,1.4,11/6/2025 15:00:00,0.0,11/6/2025 15:00:00,
11/6/2025 16:00:00,1.2,11/6/2025 16:00:00,0.0,11/6/2025 16:00:00,
11/6/2025 17:00:00,1.3,11/6/2025 17:00:00,0.0,11/6/2025 17:00:00,
11/6/2025 18:00:00,1.5,11/6/2025 18:00:00,0.0,11/6/2025 18:00:00,
11/6/2025 19:00:00,1.6,11/6/2025 19:00:00,0.0,11/6/2025 19:08:33,4.08
11/6/2025 20:00:00,2,11/6/2025 20:00:00,0.0,11/6/2025 20:00:00,
11/6/2025 21:00:00,2,11/6/2025 21:00:00,0.0,11/6/2025 21:00:41,3.85
11/6/2025 22:00:00,2.3,11/6/2025 22:00:00,0.8,11/6/2025 22:00:45,3.15
11/6/2025 23:00:00,3.2,11/6/2025 23:00:00,1.0,11/6/2025 23:02:45,3.03
11/7/2025 0:00:00,3.5,11/7/2025 0:00:00,2.0,11/7/2025 0:00:46,2.45
11/7/2025 1:00:00,4.6,11/7/2025 1:00:00,3.5,11/7/2025 1:02:46,2.86
11/7/2025 2:00:00,5,11/7/2025 2:00:00,4.3,11/7/2025 2:00:47,2.86
11/7/2025 3:00:00,5.3,11/7/2025 3:00:00,6.0,11/7/2025 3:00:47,2.57
11/7/2025 4:00:00,7.2,11/7/2025 4:00:00,7.0,11/7/2025 4:02:48,2.73
11/7/2025 5:00:00,7.5,11/7/2025 5:00:00,7.8,11/7/2025 5:00:48,2.86
11/7/2025 6:00:00,7.6,11/7/2025 6:00:00,8.5,11/7/2025 6:00:49,3.18
11/7/2025 7:00:00,7.2,11/7/2025 7:00:00,9.0,11/7/2025 7:00:50,3.29
11/7/2025 8:00:00,6.9,11/7/2025 8:00:00,9.0,11/7/2025 8:00:50,3.38
11/7/2025 9:00:00,6.5,11/7/2025 9:00:00,8.5,11/7/2025 9:02:51,3.40
11/7/2025 10:00:00,6.4,11/7/2025 10:00:00,8.5,11/7/2025 10:00:51,3.31
11/7/2025 11:00:00,6.4,11/7/2025 11:00:00,7.8,11/7/2025 11:00:52,2.98
11/7/2025 12:00:00,6.1,11/7/2025 12:00:00,5.0,11/7/2025 12:02:52,3.23
11/7/2025 13:00:00,5.2,11/7/2025 13:00:00,2.5,11/7/2025 13:00:53,3.89
11/7/2025 14:00:00,3.9,11/7/2025 14:00:00,0.5,11/7/2025 14:00:54,3.83
11/7/2025 15:00:00,3.2,11/7/2025 15:00:00,1.8,11/7/2025 15:00:54,3.93
11/7/2025 16:00:00,4.3,11/7/2025 16:00:00,3.8,11/7/2025 16:00:55,4.80
11/7/2025 17:00:00,5.4,11/7/2025 17:00:00,5.0,11/7/2025 17:00:55,5.51
11/7/2025 18:00:00,6,11/7/2025 18:00:00,5.8,11/7/2025 18:00:56,5.87
11/7/2025 19:00:00,6.9,11/7/2025 19:00:00,6.5,11/7/2025 19:00:57,5.91
11/7/2025 20:00:00,7.9,11/7/2025 20:00:00,7.8,11/7/2025 20:00:57,5.92
11/7/2025 21:00:00,8,11/7/2025 21:00:00,7.5,11/7/2025 21:00:58,5.80
11/7/2025 22:00:00,7.5,11/7/2025 22:00:00,6.3,11/7/2025 22:00:58,5.02
11/7/2025 23:00:00,6.8,11/7/2025 23:00:00,5.0,11/7/2025 23:00:59,3.57
11/8/2025 0:00:00,6.1,11/8/2025 0:00:00,5.0,11/8/2025 0:01:00,2.65
11/8/2025 1:00:00,6,11/8/2025 1:00:00,5.8,11/8/2025 1:01:00,1.99
11/8/2025 2:00:00,6.2,11/8/2025 2:00:00,7.5,11/8/2025 2:01:00,1.84
11/8/2025 3:00:00,6.7,11/8/2025 3:00:00,11.0,11/8/2025 3:01:01,2.32
11/8/2025 4:00:00,8.2,11/8/2025 4:00:00,14.3,11/8/2025 4:01:02,3.87
11/8/2025 5:00:00,9.4,11/8/2025 5:00:00,16.0,11/8/2025 5:01:02,5.14
11/8/2025 6:00:00,10.3,11/8/2025 6:00:00,17.3,11/8/2025 6:01:03,5.98
11/8/2025 7:00:00,11.4,11/8/2025 7:00:00,15.3,11/8/2025 7:01:03,6.56
11/8/2025 8:00:00,10.6,11/8/2025 8:00:00,19.3,11/8/2025 8:01:04,6.38
11/8/2025 9:00:00,11.5,11/8/2025 9:00:00,18.8,11/8/2025 9:01:04,7.39
11/8/2025 10:00:00,10.6,11/8/2025 10:00:00,18.8,11/8/2025 10:01:05,6.49
11/8/2025 11:00:00,10.3,11/8/2025 11:00:00,19.3,11/8/2025 11:01:06,6.97
11/8/2025 12:00:00,10.4,11/8/2025 12:00:00,19.0,11/8/2025 12:01:06,7.40
11/8/2025 13:00:00,10.7,11/8/2025 13:00:00,15.3,11/8/2025 13:03:07,8.30
11/8/2025 14:00:00,9,11/8/2025 14:00:00,11.5,11/8/2025 14:01:07,7.60
11/8/2025 15:00:00,8.4,11/8/2025 15:00:00,6.0,11/8/2025 15:01:08,6.80
11/8/2025 16:00:00,6.1,11/8/2025 16:00:00,4.5,11/8/2025 16:01:09,5.68
11/8/2025 17:00:00,5.1,11/8/2025 17:00:00,2.3,11/8/2025 17:01:09,5.38
11/8/2025 18:00:00,3.8,11/8/2025 18:00:00,2.0,11/8/2025 18:01:10,4.79
11/8/2025 19:00:00,4.2,11/8/2025 19:00:00,2.0,11/8/2025 19:01:10,5.00
11/8/2025 20:00:00,4.4,11/8/2025 20:00:00,2.8,11/8/2025 20:01:11,4.91
11/8/2025 21:00:00,4.9,11/8/2025 21:00:00,4.8,11/8/2025 21:01:11,4.75
11/8/2025 22:00:00,5.6,11/8/2025 22:00:00,8.3,11/8/2025 22:01:12,4.72
11/8/2025 23:00:00,7.3,11/8/2025 23:00:00,12.3,11/8/2025 23:01:13,5.88
11/9/2025 0:00:00,8.8,11/9/2025 0:00:00,15.8,11/9/2025 0:01:13,6.49
11/9/2025 1:00:00,10.3,11/9/2025 1:00:00,18.0,11/9/2025 1:01:14,7.51
11/9/2025 2:00:00,11.2,11/9/2025 2:00:00,21.5,11/9/2025 2:01:15,8.04
11/9/2025 3:00:00,14,11/9/2025 3:00:00,26.5,11/9/2025 3:01:15,10.61
11/9/2025 4:00:00,15.3,11/9/2025 4:00:00,27.3,11/9/2025 4:01:16,12.13
11/9/2025 5:00:00,14.9,11/9/2025 5:00:00,27.5,11/9/2025 5:01:16,12.00
11/9/2025 6:00:00,15.9,11/9/2025 6:00:00,27.5,11/9/2025 6:01:17,12.34
11/9/2025 7:00:00,15.1,11/9/2025 7:00:00,28.8,11/9/2025 7:01:18,12.22
11/9/2025 8:00:00,15.1,11/9/2025 8:00:00,29.0,11/9/2025 8:01:18,12.55
11/9/2025 9:00:00,16,11/9/2025 9:00:00,30.5,11/9/2025 9:01:19,13.26
11/9/2025 10:00:00,15.4,11/9/2025 10:00:00,28.3,11/9/2025 10:01:19,12.72
11/9/2025 11:00:00,14.1,11/9/2025 11:00:00,29.8,11/9/2025 11:01:20,11.51
11/9/2025 12:00:00,14.9,11/9/2025 12:00:00,30.5,11/9/2025 12:01:20,12.63
11/9/2025 13:00:00,14.9,11/9/2025 13:00:00,33.3,11/9/2025 13:05:21,13.22
11/9/2025 14:00:00,17.9,11/9/2025 14:00:00,34.5,11/9/2025 14:01:22,16.98
11/9/2025 15:00:00,19.1,11/9/2025 15:00:00,34.8,11/9/2025 15:01:22,17.46
11/9/2025 16:00:00,18.6,11/9/2025 16:00:00,32.5,11/9/2025 16:01:23,17.47
11/9/2025 17:00:00,17.7,11/9/2025 17:00:00,28.8,11/9/2025 17:01:23,16.00
11/9/2025 18:00:00,16.2,11/9/2025 18:00:00,25.0,11/9/2025 18:01:24,13.85
11/9/2025 19:00:00,15.4,11/9/2025 19:00:00,21.8,11/9/2025 19:01:25,12.76
11/9/2025 20:00:00,14.3,11/9/2025 20:00:00,22.3,11/9/2025 20:01:25,11.67
11/9/2025 21:00:00,14.9,11/9/2025 21:00:00,26.5,11/9/2025 21:01:26,11.90
11/9/2025 22:00:00,16.5,11/9/2025 22:00:00,26.8,11/9/2025 22:01:26,13.29
11/9/2025 23:00:00,14.5,11/9/2025 23:00:00,21.3,11/9/2025 23:01:27,12.22
11/10/2025 0:00:00,10.4,11/10/2025 0:00:00,9.3,11/10/2025 0:01:27,7.69
11/10/2025 1:00:00,7.3,11/10/2025 1:00:00,12.0,11/10/2025 1:01:28,3.32
11/10/2025 2:00:00,7.4,11/10/2025 2:00:00,12.0,11/10/2025 2:01:28,4.02
11/10/2025 3:00:00,7.3,11/10/2025 3:00:00,12.3,11/10/2025 3:01:29,4.26
11/10/2025 4:00:00,7.1,11/10/2025 4:00:00,10.3,11/10/2025 4:01:29,3.79
11/10/2025 5:00:00,6.8,11/10/2025 5:00:00,8.5,11/10/2025 5:01:30,3.29
11/10/2025 6:00:00,6.2,11/10/2025 6:00:00,5.0,11/10/2025 6:01:31,2.74
11/10/2025 7:00:00,4.5,11/10/2025 7:00:00,2.0,11/10/2025 7:01:31,2.03
11/10/2025 8:00:00,3.5,11/10/2025 8:00:00,1.0,11/10/2025 8:01:32,1.83
11/10/2025 9:00:00,2.8,11/10/2025 9:00:00,0.0,11/10/2025 9:01:32,1.47
11/10/2025 10:00:00,1.5,11/10/2025 10:00:00,0.0,11/10/2025 10:01:33,1.43
11/10/2025 11:00:00,0.8,11/10/2025 11:00:00,0.0,11/10/2025 11:01:33,1.59
11/10/2025 12:00:00,0.7,11/10/2025 12:00:00,0.0,11/10/2025 12:01:34,1.66
11/10/2025 13:00:00,0.7,11/10/2025 13:00:00,0.0,11/10/2025 13:01:35,2.00
11/10/2025 14:00:00,0.7,11/10/2025 14:00:00,0.0,11/10/2025 14:01:35,2.48
11/10/2025 15:00:00,0.6,11/10/2025 15:00:00,0.0,11/10/2025 15:01:36,2.87
11/10/2025 16:00:00,0.6,11/10/2025 16:00:00,0.0,11/10/2025 16:00:00,
11/10/2025 17:00:00,0.6,11/10/2025 17:00:00,0.0,11/10/2025 17:09:33,3.21
11/10/2025 18:00:00,0.9,11/10/2025 18:00:00,0.0,11/10/2025 18:01:33,3.26
11/10/2025 19:00:00,0.8,11/10/2025 19:00:00,0.0,11/10/2025 19:00:00,
11/10/2025 20:00:00,0.8,11/10/2025 20:00:00,0.0,11/10/2025 20:01:51,3.33
11/10/2025 21:00:00,1,11/10/2025 21:00:00,0.0,11/10/2025 21:01:55,3.19
11/10/2025 22:00:00,1.3,11/10/2025 22:00:00,0.0,11/10/2025 22:02:00,3.05
11/10/2025 23:00:00,1.2,11/10/2025 23:00:00,0.0,11/10/2025 23:02:06,2.87
11/11/2025 0:00:00,1.3,11/11/2025 0:00:00,0.0,11/11/2025 0:02:10,2.73
11/11/2025 1:00:00,1.3,11/11/2025 1:00:00,0.0,11/11/2025 1:02:15,2.38
11/11/2025 2:00:00,1.3,11/11/2025 2:00:00,0.0,11/11/2025 2:02:19,2.35
11/11/2025 3:00:00,1.2,11/11/2025 3:00:00,0.0,11/11/2025 3:02:24,2.71
11/11/2025 4:00:00,1.5,11/11/2025 4:00:00,0.0,11/11/2025 4:02:28,2.70
11/11/2025 5:00:00,2,11/11/2025 5:00:00,0.0,11/11/2025 5:00:32,2.69
11/11/2025 6:00:00,2.2,11/11/2025 6:00:00,0.0,11/11/2025 6:00:32,2.37
11/11/2025 7:00:00,2.1,11/11/2025 7:00:00,0.0,11/11/2025 7:02:33,2.61
11/11/2025 8:00:00,1.9,11/11/2025 8:00:00,0.0,11/11/2025 8:02:33,2.57
11/11/2025 9:00:00,2,11/11/2025 9:00:00,0.0,11/11/2025 9:02:34,2.80
11/11/2025 10:00:00,1.7,11/11/2025 10:00:00,0.0,11/11/2025 10:02:35,2.91
11/11/2025 11:00:00,1.7,11/11/2025 11:00:00,0.0,11/11/2025 11:02:35,2.84
11/11/2025 12:00:00,1.7,11/11/2025 12:00:00,0.0,11/11/2025 12:02:36,2.88
11/11/2025 13:00:00,1.7,11/11/2025 13:00:00,0.0,11/11/2025 13:02:36,3.28
11/11/2025 14:00:00,1.6,11/11/2025 14:00:00,0.0,11/11/2025 14:02:37,3.50
11/11/2025 15:00:00,1.6,11/11/2025 15:00:00,0.0,11/11/2025 15:00:37,3.71
11/11/2025 16:00:00,1.9,11/11/2025 16:00:00,0.0,11/11/2025 16:02:38,3.80
11/11/2025 17:00:00,1.9,11/11/2025 17:00:00,0.0,11/11/2025 17:02:39,3.72
11/11/2025 18:00:00,1.9,11/11/2025 18:00:00,0.5,11/11/2025 18:00:39,3.71
11/11/2025 19:00:00,1.8,11/11/2025 19:00:00,0.0,11/11/2025 19:02:40,3.86
11/11/2025 20:00:00,1.2,11/11/2025 20:00:00,0.0,11/11/2025 20:00:40,3.52
11/11/2025 21:00:00,0.9,11/11/2025 21:00:00,0.0,11/11/2025 21:00:41,3.37
11/11/2025 22:00:00,1.1,11/11/2025 22:00:00,0.0,11/11/2025 22:02:42,3.18
11/11/2025 23:00:00,2.2,11/11/2025 23:00:00,0.0,11/11/2025 23:02:42,3.44
11/12/2025 0:00:00,2.4,11/12/2025 0:00:00,0.0,11/12/2025 0:02:43,3.42
11/12/2025 1:00:00,2.6,11/12/2025 1:00:00,1.0,11/12/2025 1:02:43,3.37
11/12/2025 2:00:00,2.9,11/12/2025 2:00:00,1.0,11/12/2025 2:02:44,3.59
11/12/2025 3:00:00,2.8,11/12/2025 3:00:00,1.0,11/12/2025 3:02:44,3.62
11/12/2025 4:00:00,2.8,11/12/2025 4:00:00,1.0,11/12/2025 4:00:45,3.89
11/12/2025 5:00:00,2.8,11/12/2025 5:00:00,1.0,11/12/2025 5:02:46,3.82
11/12/2025 6:00:00,2.9,11/12/2025 6:00:00,1.0,11/12/2025 6:00:46,3.84
11/12/2025 7:00:00,3.3,11/12/2025 7:00:00,2.0,11/12/2025 7:02:47,4.00
11/12/2025 8:00:00,3.6,11/12/2025 8:00:00,2.0,11/12/2025 8:02:47,4.09
11/12/2025 9:00:00,3.9,11/12/2025 9:00:00,2.8,11/12/2025 9:00:48,4.10
11/12/2025 10:00:00,4.1,11/12/2025 10:00:00,3.5,11/12/2025 10:02:48,4.30
11/12/2025 11:00:00,4.3,11/12/2025 11:00:00,3.8,11/12/2025 11:00:49,4.35
11/12/2025 12:00:00,4.6,11/12/2025 12:00:00,3.5,11/12/2025 12:00:49,4.61
11/12/2025 13:00:00,4.5,11/12/2025 13:00:00,3.0,11/12/2025 13:02:50,4.90
11/12/2025 14:00:00,4.4,11/12/2025 14:00:00,3.0,11/12/2025 14:00:51,4.95
11/12/2025 15:00:00,4.3,11/12/2025 15:00:00,3.0,11/12/2025 15:00:51,5.06
11/12/2025 16:00:00,4.5,11/12/2025 16:00:00,2.8,11/12/2025 16:00:52,5.23
11/12/2025 17:00:00,4.6,11/12/2025 17:00:00,2.3,11/12/2025 17:00:52,5.37
11/12/2025 18:00:00,4.6,11/12/2025 18:00:00,2.3,11/12/2025 18:00:53,5.33
11/12/2025 19:00:00,4.6,11/12/2025 19:00:00,3.3,11/12/2025 19:00:53,5.28
11/12/2025 20:00:00,5.2,11/12/2025 20:00:00,6.0,11/12/2025 20:00:54,5.78
11/12/2025 21:00:00,6.5,11/12/2025 21:00:00,6.5,11/12/2025 21:00:55,6.77
11/12/2025 22:00:00,6.5,11/12/2025 22:00:00,5.5,11/12/2025 22:00:55,6.33
11/12/2025 23:00:00,6,11/12/2025 23:00:00,6.3,11/12/2025 23:00:56,6.10
11/13/2025 0:00:00,6.2,11/13/2025 0:00:00,7.3,11/13/2025 0:00:59,5.96
11/13/2025 1:00:00,7.5,11/13/2025 1:00:00,14.8,11/13/2025 1:00:57,7.08
11/13/2025 2:00:00,11.4,11/13/2025 2:00:00,22.8,11/13/2025 2:00:57,9.67
11/13/2025 3:00:00,16.1,11/13/2025 3:00:00,21.3,11/13/2025 3:00:58,12.91
11/13/2025 4:00:00,14,11/13/2025 4:00:00,23.0,11/13/2025 4:00:59,11.30
11/13/2025 5:00:00,13.9,11/13/2025 5:00:00,20.0,11/13/2025 5:00:59,11.46
11/13/2025 6:00:00,12.7,11/13/2025 6:00:00,18.8,11/13/2025 6:01:00,10.22
11/13/2025 7:00:00,11,11/13/2025 7:00:00,11.8,11/13/2025 7:01:00,8.61
11/13/2025 8:00:00,7.8,11/13/2025 8:00:00,8.8,11/13/2025 8:01:01,6.33
11/13/2025 9:00:00,6.3,11/13/2025 9:00:00,6.0,11/13/2025 9:01:02,4.91
11/13/2025 10:00:00,5.8,11/13/2025 10:00:00,6.8,11/13/2025 10:01:02,4.60
11/13/2025 11:00:00,6,11/13/2025 11:00:00,8.0,11/13/2025 11:01:03,4.63
11/13/2025 12:00:00,6.6,11/13/2025 12:00:00,7.3,11/13/2025 12:01:03,4.78
11/13/2025 13:00:00,6.6,11/13/2025 13:00:00,4.5,11/13/2025 13:01:04,4.98
11/13/2025 14:00:00,5,11/13/2025 14:00:00,0.3,11/13/2025 14:01:04,4.89
11/13/2025 15:00:00,2.7,11/13/2025 15:00:00,0.0,11/13/2025 15:01:05,3.95
11/13/2025 16:00:00,2.6,11/13/2025 16:00:00,0.0,11/13/2025 16:01:06,4.00
11/13/2025 17:00:00,2.5,11/13/2025 17:00:00,0.0,11/13/2025 17:01:06,4.02
11/13/2025 18:00:00,2.1,11/13/2025 18:00:00,0.0,11/13/2025 18:00:00,
11/13/2025 19:00:00,2.2,11/13/2025 19:00:00,0.0,11/13/2025 19:00:00,
11/13/2025 20:00:00,2.1,11/13/2025 20:00:00,0.0,11/13/2025 20:00:00,
11/13/2025 21:00:00,2.5,11/13/2025 21:00:00,0.8,11/13/2025 21:01:06,4.05
11/13/2025 22:00:00,3.2,11/13/2025 22:00:00,2.8,11/13/2025 22:01:06,4.14
11/13/2025 23:00:00,4.8,11/13/2025 23:00:00,3.3,11/13/2025 23:01:07,4.26
11/14/2025 0:00:00,5.2,11/14/2025 0:00:00,5.3,11/14/2025 0:01:07,4.46
11/14/2025 1:00:00,5.9,11/14/2025 1:00:00,6.5,11/14/2025 1:01:08,4.86
11/14/2025 2:00:00,6.3,11/14/2025 2:00:00,7.0,11/14/2025 2:01:08,4.82
11/14/2025 3:00:00,6.7,11/14/2025 3:00:00,8.3,11/14/2025 3:01:09,4.56
11/14/2025 4:00:00,7.4,11/14/2025 4:00:00,11.5,11/14/2025 4:01:09,4.96
11/14/2025 5:00:00,8.3,11/14/2025 5:00:00,10.0,11/14/2025 5:01:10,5.50
11/14/2025 6:00:00,7.8,11/14/2025 6:00:00,12.0,11/14/2025 6:01:10,4.65
11/14/2025 7:00:00,8.6,11/14/2025 7:00:00,12.5,11/14/2025 7:01:11,5.09
11/14/2025 8:00:00,8.4,11/14/2025 8:00:00,12.0,11/14/2025 8:01:13,5.08
11/14/2025 9:00:00,8.4,11/14/2025 9:00:00,12.3,11/14/2025 9:01:12,5.18
11/14/2025 10:00:00,8.1,11/14/2025 10:00:00,11.8,11/14/2025 10:01:13,4.88
11/14/2025 11:00:00,8.8,11/14/2025 11:00:00,11.0,11/14/2025 11:01:13,4.69
11/14/2025 12:00:00,9,11/14/2025 12:00:00,7.3,11/14/2025 12:01:14,4.82
11/14/2025 13:00:00,6.6,11/14/2025 13:00:00,3.0,11/14/2025 13:00:00,
11/14/2025 14:00:00,4.3,11/14/2025 14:00:00,1.0,11/14/2025 14:00:00,
11/14/2025 15:00:00,3.3,11/14/2025 15:00:00,1.0,11/14/2025 15:00:00,
11/14/2025 16:00:00,3.6,11/14/2025 16:00:00,1.5,11/14/2025 16:01:05,5.01
11/14/2025 17:00:00,3.3,11/14/2025 17:00:00,0.0,11/14/2025 17:01:06,4.80
11/14/2025 18:00:00,2.7,11/14/2025 18:00:00,0.0,11/14/2025 18:01:07,4.53
11/14/2025 19:00:00,2.7,11/14/2025 19:00:00,0.0,11/14/2025 19:01:07,4.44
11/14/2025 20:00:00,2.4,11/14/2025 20:00:00,0.0,11/14/2025 20:01:08,4.23
11/14/2025 21:00:00,2.2,11/14/2025 21:00:00,0.0,11/14/2025 21:01:08,4.06
11/14/2025 22:00:00,2.6,11/14/2025 22:00:00,0.8,11/14/2025 22:01:13,3.45
11/14/2025 23:00:00,4.3,11/14/2025 23:00:00,2.8,11/14/2025 23:00:00,
11/15/2025 0:00:00,4.9,11/15/2025 0:00:00,4.3,11/15/2025 0:03:16,5.09
11/15/2025 1:00:00,5.9,11/15/2025 1:00:00,9.0,11/15/2025 1:01:16,6.04
11/15/2025 2:00:00,7.9,11/15/2025 2:00:00,8.0,11/15/2025 2:01:17,7.61
11/15/2025 3:00:00,6.9,11/15/2025 3:00:00,6.3,11/15/2025 3:03:18,6.89
11/15/2025 4:00:00,6.2,11/15/2025 4:00:00,6.3,11/15/2025 4:00:00,
11/15/2025 5:00:00,6.1,11/15/2025 5:00:00,5.8,11/15/2025 5:03:21,6.48
11/15/2025 6:00:00,6,11/15/2025 6:00:00,6.0,11/15/2025 6:00:00,
11/15/2025 7:00:00,6.1,11/15/2025 7:00:00,5.8,11/15/2025 7:00:00,
11/15/2025 8:00:00,6,11/15/2025 8:00:00,5.8,11/15/2025 8:00:00,
11/15/2025 9:00:00,6,11/15/2025 9:00:00,5.5,11/15/2025 9:07:36,5.77
11/15/2025 10:00:00,6,11/15/2025 10:00:00,6.5,11/15/2025 10:00:00,
11/15/2025 11:00:00,6.5,11/15/2025 11:00:00,7.5,11/15/2025 11:01:29,5.82
11/15/2025 12:00:00,6.9,11/15/2025 12:00:00,7.5,11/15/2025 12:00:00,
11/15/2025 13:00:00,7.2,11/15/2025 13:00:00,7.3,11/15/2025 13:00:00,
11/15/2025 14:00:00,6.8,11/15/2025 14:00:00,6.3,11/15/2025 14:05:21,6.34
11/15/2025 15:00:00,6.8,11/15/2025 15:00:00,6.8,11/15/2025 15:00:00,
11/15/2025 16:00:00,7.4,11/15/2025 16:00:00,8.0,11/15/2025 16:01:22,6.34
11/15/2025 17:00:00,8.5,11/15/2025 17:00:00,8.3,11/15/2025 17:01:23,6.73
11/15/2025 18:00:00,9.1,11/15/2025 18:00:00,8.3,11/15/2025 18:01:23,7.16
11/15/2025 19:00:00,9,11/15/2025 19:00:00,9.8,11/15/2025 19:01:24,6.97
11/15/2025 20:00:00,10,11/15/2025 20:00:00,10.3,11/15/2025 20:01:24,7.37
11/15/2025 21:00:00,10.2,11/15/2025 21:00:00,12.8,11/15/2025 21:01:25,7.45
11/15/2025 22:00:00,12,11/15/2025 22:00:00,14.0,11/15/2025 22:01:26,8.21
11/15/2025 23:00:00,11.9,11/15/2025 23:00:00,13.0,11/15/2025 23:01:26,8.33
11/16/2025 0:00:00,11.2,11/16/2025 0:00:00,13.0,11/16/2025 0:01:27,8.21
11/16/2025 1:00:00,11.2,11/16/2025 1:00:00,13.3,11/16/2025 1:01:28,8.21
11/16/2025 2:00:00,11.5,11/16/2025 2:00:00,14.5,11/16/2025 2:01:28,8.50
11/16/2025 3:00:00,11.5,11/16/2025 3:00:00,15.8,11/16/2025 3:01:29,9.24
11/16/2025 4:00:00,11.7,11/16/2025 4:00:00,16.5,11/16/2025 4:01:29,9.27
11/16/2025 5:00:00,12.1,11/16/2025 5:00:00,16.8,11/16/2025 5:01:30,9.65
11/16/2025 6:00:00,12.1,11/16/2025 6:00:00,16.0,11/16/2025 6:01:30,9.29
11/16/2025 7:00:00,11.7,11/16/2025 7:00:00,16.0,11/16/2025 7:01:31,9.01
11/16/2025 8:00:00,11.7,11/16/2025 8:00:00,16.3,11/16/2025 8:01:32,8.68
11/16/2025 9:00:00,11.4,11/16/2025 9:00:00,16.0,11/16/2025 9:01:32,8.26
11/16/2025 10:00:00,11,11/16/2025 10:00:00,15.3,11/16/2025 10:01:33,8.21
11/16/2025 11:00:00,10.1,11/16/2025 11:00:00,14.3,11/16/2025 11:01:33,7.37
11/16/2025 12:00:00,9.5,11/16/2025 12:00:00,11.3,11/16/2025 12:01:34,6.64
11/16/2025 13:00:00,8.9,11/16/2025 13:00:00,8.5,11/16/2025 13:03:34,6.48
11/16/2025 14:00:00,7.6,11/16/2025 14:00:00,6.3,11/16/2025 14:01:35,5.89
11/16/2025 15:00:00,6.4,11/16/2025 15:00:00,2.0,11/16/2025 15:01:36,5.28
11/16/2025 16:00:00,4.3,11/16/2025 16:00:00,1.5,11/16/2025 16:01:36,4.32
11/16/2025 17:00:00,3.9,11/16/2025 17:00:00,1.0,11/16/2025 17:01:37,4.32
11/16/2025 18:00:00,3.5,11/16/2025 18:00:00,0.0,11/16/2025 18:01:37,4.27
11/16/2025 19:00:00,2.8,11/16/2025 19:00:00,0.0,11/16/2025 19:01:38,4.13
11/16/2025 20:00:00,3,11/16/2025 20:00:00,0.8,11/16/2025 20:01:39,4.09
11/16/2025 21:00:00,3.2,11/16/2025 21:00:00,0.3,11/16/2025 21:00:00,
11/16/2025 22:00:00,2.8,11/16/2025 22:00:00,0.0,11/16/2025 22:01:49,3.93
11/16/2025 23:00:00,2.3,11/16/2025 23:00:00,0.0,11/16/2025 23:13:49,4.11
11/17/2025 0:00:00,1.7,11/17/2025 0:00:00,0.0,11/17/2025 0:01:47,4.15
11/17/2025 1:00:00,1.9,11/17/2025 1:00:00,0.0,11/17/2025 1:01:47,4.01
11/17/2025 2:00:00,2.2,11/17/2025 2:00:00,0.0,11/17/2025 2:01:48,3.86
11/17/2025 3:00:00,2.3,11/17/2025 3:00:00,0.0,11/17/2025 3:01:49,3.73
11/17/2025 4:00:00,1.7,11/17/2025 4:00:00,0.0,11/17/2025 4:01:49,3.42
11/17/2025 5:00:00,1.9,11/17/2025 5:00:00,0.0,11/17/2025 5:01:50,3.13
11/17/2025 6:00:00,2,11/17/2025 6:00:00,0.0,11/17/2025 6:01:50,3.20
11/17/2025 7:00:00,2.6,11/17/2025 7:00:00,0.0,11/17/2025 7:01:51,3.30
