"Data from Richmond MathScience Innovation Center (37.55652, -77.40027)
* Davis data from 11/2 on may be off by one hour; daylight savings time doesn't appear to have been accounted for when the data was downloaded from Davis (weatherlink.com)",,,,,
"DEQ Date & Time
(UTC)","DEQ PM2.5
(ug/m^3)","Davis Date & Time*
(UTC)","Davis PM2.5
(ug/m^3)","PurpleAir Date & Time 
(UTC)","PurpleAir PM2.5
CORRECTED
(ug/m^3)"
3/24/2025 7:00:00,5.3,3/24/2025 7:00:00,3.5,3/24/2025 7:00:55,1.90
3/24/2025 8:00:00,5.7,3/24/2025 8:00:00,4.3,3/24/2025 8:00:56,2.19
3/24/2025 9:00:00,6.2,3/24/2025 9:00:00,5.3,3/24/2025 9:00:56,2.53
3/24/2025 10:00:00,6.8,3/24/2025 10:00:00,6.3,3/24/2025 10:00:57,3.13
3/24/2025 11:00:00,8.1,3/24/2025 11:00:00,8.8,3/24/2025 11:00:57,4.36
3/24/2025 12:00:00,10.4,3/24/2025 12:00:00,13.3,3/24/2025 12:00:58,6.44
3/24/2025 13:00:00,12.5,3/24/2025 13:00:00,16.0,3/24/2025 13:00:58,8.72
3/24/2025 14:00:00,14.5,3/24/2025 14:00:00,20.0,3/24/2025 14:00:59,10.99
3/24/2025 15:00:00,16.1,3/24/2025 15:00:00,23.3,3/24/2025 15:01:00,11.59
3/24/2025 16:00:00,17.3,3/24/2025 16:00:00,27.0,3/24/2025 16:01:00,11.69
3/24/2025 17:00:00,17,3/24/2025 17:00:00,29.0,3/24/2025 17:01:01,11.55
3/24/2025 18:00:00,16.4,3/24/2025 18:00:00,29.3,3/24/2025 18:01:01,11.82
3/24/2025 19:00:00,19.1,3/24/2025 19:00:00,31.8,3/24/2025 19:01:02,14.47
3/24/2025 20:00:00,16.1,3/24/2025 20:00:00,28.5,3/24/2025 20:01:02,12.74
3/24/2025 21:00:00,13.3,3/24/2025 21:00:00,20.8,3/24/2025 21:01:03,10.20
3/24/2025 22:00:00,12,3/24/2025 22:00:00,17.5,3/24/2025 22:01:04,9.38
3/24/2025 23:00:00,14.7,3/24/2025 23:00:00,22.0,3/24/2025 23:01:04,11.57
3/25/2025 0:00:00,18.2,3/25/2025 0:00:00,30.3,3/25/2025 0:01:05,14.21
3/25/2025 1:00:00,19.5,3/25/2025 1:00:00,33.0,3/25/2025 1:01:06,15.11
3/25/2025 2:00:00,20.2,3/25/2025 2:00:00,33.5,3/25/2025 2:01:06,16.86
3/25/2025 3:00:00,20.3,3/25/2025 3:00:00,34.8,3/25/2025 3:01:07,17.11
3/25/2025 4:00:00,16.9,3/25/2025 4:00:00,30.5,3/25/2025 4:01:07,12.57
3/25/2025 5:00:00,17.4,3/25/2025 5:00:00,29.0,3/25/2025 5:03:08,13.43
3/25/2025 6:00:00,17,3/25/2025 6:00:00,30.0,3/25/2025 6:01:08,13.27
3/25/2025 7:00:00,18.8,3/25/2025 7:00:00,31.3,3/25/2025 7:01:09,15.02
3/25/2025 8:00:00,9.2,3/25/2025 8:00:00,21.5,3/25/2025 8:01:09,7.57
3/25/2025 9:00:00,4.7,3/25/2025 9:00:00,4.5,3/25/2025 9:01:10,3.92
3/25/2025 10:00:00,4.5,3/25/2025 10:00:00,3.8,3/25/2025 10:01:10,3.22
3/25/2025 11:00:00,5.1,3/25/2025 11:00:00,4.3,3/25/2025 11:01:11,3.37
3/25/2025 12:00:00,5.4,3/25/2025 12:00:00,4.5,3/25/2025 12:01:12,3.47
3/25/2025 13:00:00,3.7,3/25/2025 13:00:00,2.5,3/25/2025 13:01:12,3.96
3/25/2025 14:00:00,2.5,3/25/2025 14:00:00,0.0,3/25/2025 14:01:14,4.27
3/25/2025 15:00:00,2,3/25/2025 15:00:00,0.0,3/25/2025 15:01:14,4.43
3/25/2025 16:00:00,2.4,3/25/2025 16:00:00,0.0,3/25/2025 16:01:14,4.64
3/25/2025 17:00:00,2.4,3/25/2025 17:00:00,0.0,3/25/2025 17:01:15,4.54
3/25/2025 18:00:00,2.5,3/25/2025 18:00:00,0.0,3/25/2025 18:01:15,4.35
3/25/2025 19:00:00,2.5,3/25/2025 19:00:00,0.0,3/25/2025 19:01:16,4.22
3/25/2025 20:00:00,2.6,3/25/2025 20:00:00,0.0,3/25/2025 20:01:16,4.13
3/25/2025 21:00:00,2.6,3/25/2025 21:00:00,0.0,3/25/2025 21:01:17,4.09
3/25/2025 22:00:00,2.9,3/25/2025 22:00:00,0.3,3/25/2025 22:01:17,4.04
3/25/2025 23:00:00,2.8,3/25/2025 23:00:00,0.8,3/25/2025 23:01:18,3.27
3/26/2025 0:00:00,2.9,3/26/2025 0:00:00,0.8,3/26/2025 0:01:19,3.11
3/26/2025 1:00:00,3.2,3/26/2025 1:00:00,1.3,3/26/2025 1:01:19,2.66
3/26/2025 2:00:00,3.3,3/26/2025 2:00:00,1.3,3/26/2025 2:01:20,2.20
3/26/2025 3:00:00,3.4,3/26/2025 3:00:00,1.3,3/26/2025 3:01:20,2.35
3/26/2025 4:00:00,3,3/26/2025 4:00:00,1.0,3/26/2025 4:01:21,2.46
3/26/2025 5:00:00,2.8,3/26/2025 5:00:00,1.0,3/26/2025 5:03:22,2.47
3/26/2025 6:00:00,2.8,3/26/2025 6:00:00,1.0,3/26/2025 6:01:22,2.55
3/26/2025 7:00:00,2.8,3/26/2025 7:00:00,1.0,3/26/2025 7:01:23,2.51
3/26/2025 8:00:00,2.7,3/26/2025 8:00:00,1.0,3/26/2025 8:01:23,2.43
3/26/2025 9:00:00,2.9,3/26/2025 9:00:00,1.3,3/26/2025 9:01:24,2.65
3/26/2025 10:00:00,3.2,3/26/2025 10:00:00,1.3,3/26/2025 10:01:24,2.97
3/26/2025 11:00:00,3.3,3/26/2025 11:00:00,1.5,3/26/2025 11:01:25,3.08
3/26/2025 12:00:00,3.5,3/26/2025 12:00:00,2.0,3/26/2025 12:01:25,3.44
3/26/2025 13:00:00,3.4,3/26/2025 13:00:00,1.8,3/26/2025 13:01:26,3.91
3/26/2025 14:00:00,3.7,3/26/2025 14:00:00,1.5,3/26/2025 14:01:27,4.60
3/26/2025 15:00:00,3.5,3/26/2025 15:00:00,1.5,3/26/2025 15:01:27,4.94
3/26/2025 16:00:00,3.1,3/26/2025 16:00:00,0.8,3/26/2025 16:01:28,4.83
3/26/2025 17:00:00,2.9,3/26/2025 17:00:00,0.0,3/26/2025 17:01:28,4.76
3/26/2025 18:00:00,2.8,3/26/2025 18:00:00,0.0,3/26/2025 18:01:29,4.73
3/26/2025 19:00:00,2.8,3/26/2025 19:00:00,0.0,3/26/2025 19:01:29,4.80
3/26/2025 20:00:00,2.7,3/26/2025 20:00:00,0.0,3/26/2025 20:01:30,4.86
3/26/2025 21:00:00,2.5,3/26/2025 21:00:00,0.0,3/26/2025 21:01:30,4.74
3/26/2025 22:00:00,2.5,3/26/2025 22:00:00,0.0,3/26/2025 22:01:31,4.58
3/26/2025 23:00:00,2.4,3/26/2025 23:00:00,0.0,3/26/2025 23:01:32,4.43
3/27/2025 0:00:00,2.5,3/27/2025 0:00:00,0.0,3/27/2025 0:01:32,4.03
3/27/2025 1:00:00,2.7,3/27/2025 1:00:00,0.0,3/27/2025 1:01:33,4.02
3/27/2025 2:00:00,3.1,3/27/2025 2:00:00,0.3,3/27/2025 2:01:33,3.94
3/27/2025 3:00:00,3,3/27/2025 3:00:00,0.5,3/27/2025 3:01:34,3.46
3/27/2025 4:00:00,3.1,3/27/2025 4:00:00,0.8,3/27/2025 4:01:35,3.45
3/27/2025 5:00:00,3.3,3/27/2025 5:00:00,1.0,3/27/2025 5:03:35,3.47
3/27/2025 6:00:00,3.6,3/27/2025 6:00:00,1.3,3/27/2025 6:01:36,3.32
3/27/2025 7:00:00,3.6,3/27/2025 7:00:00,2.0,3/27/2025 7:01:36,3.12
3/27/2025 8:00:00,3.6,3/27/2025 8:00:00,2.0,3/27/2025 8:01:37,2.94
3/27/2025 9:00:00,4,3/27/2025 9:00:00,2.8,3/27/2025 9:01:37,3.39
3/27/2025 10:00:00,3.9,3/27/2025 10:00:00,3.0,3/27/2025 10:01:38,3.40
3/27/2025 11:00:00,4.4,3/27/2025 11:00:00,3.3,3/27/2025 11:01:38,3.92
3/27/2025 12:00:00,4.4,3/27/2025 12:00:00,3.0,3/27/2025 12:01:39,3.79
3/27/2025 13:00:00,4.2,3/27/2025 13:00:00,2.8,3/27/2025 13:01:40,4.19
3/27/2025 14:00:00,4.1,3/27/2025 14:00:00,2.0,3/27/2025 14:01:40,4.69
3/27/2025 15:00:00,4.2,3/27/2025 15:00:00,2.0,3/27/2025 15:01:41,5.46
3/27/2025 16:00:00,4.6,3/27/2025 16:00:00,2.5,3/27/2025 16:01:41,6.05
3/27/2025 17:00:00,4.4,3/27/2025 17:00:00,2.8,3/27/2025 17:01:42,5.95
3/27/2025 18:00:00,4,3/27/2025 18:00:00,2.0,3/27/2025 18:01:42,5.61
3/27/2025 19:00:00,3.5,3/27/2025 19:00:00,1.3,3/27/2025 19:01:43,5.47
3/27/2025 20:00:00,3.4,3/27/2025 20:00:00,1.0,3/27/2025 20:01:43,5.47
3/27/2025 21:00:00,3.3,3/27/2025 21:00:00,1.0,3/27/2025 21:01:44,5.33
3/27/2025 22:00:00,3.5,3/27/2025 22:00:00,1.3,3/27/2025 22:01:45,5.29
3/27/2025 23:00:00,3.8,3/27/2025 23:00:00,1.0,3/27/2025 23:01:45,5.00
3/28/2025 0:00:00,3.7,3/28/2025 0:00:00,1.5,3/28/2025 0:01:46,4.89
3/28/2025 1:00:00,3.8,3/28/2025 1:00:00,2.0,3/28/2025 1:01:46,4.79
3/28/2025 2:00:00,3.5,3/28/2025 2:00:00,1.5,3/28/2025 2:01:48,4.43
